HousingID,prediction6
ID #11108,175643.329576699
ID #11110,170201.423552665
ID #11114,181081.187862127
ID #11125,141161.175098267
ID #11153,208491.121819543
ID #11162,153366.063496364
ID #11169,195588.693706819
ID #11173,337118.90517107
ID #11184,175838.560457614
ID #11200,159939.333946579
ID #11229,210212.519051689
ID #11232,224562.729340525
ID #11246,255697.930490628
ID #11254,167755.68828052
ID #11255,241590.628288415
ID #11273,175414.722953581
ID #11275,212426.448106933
ID #11277,185562.620385498
ID #11288,204124.128799027
ID #11301,172066.630027699
ID #11315,233000.716470419
ID #11317,230949.31330357
ID #11335,239957.55117183
ID #11340,190022.362735541
ID #11352,168806.090759507
ID #11364,182283.330158318
ID #11366,208974.746237439
ID #11374,217925.697452519
ID #11381,192397.997123835
ID #11385,377745.203492859
ID #11389,298823.830707315
ID #11396,365460.802168048
ID #11410,252771.233798959
ID #11422,276874.004171689
ID #11423,246880.752964277
ID #11433,376277.360398314
ID #11436,421828.108302464
ID #11469,313939.203712324
ID #11478,220631.671279313
ID #11482,238272.406714316
ID #11484,340770.774912494
ID #11497,236907.493469529
ID #11500,241033.57133664
ID #11509,446151.9525114
ID #11523,489818.970488615
ID #11531,115568.555447466
ID #11535,185182.660864606
ID #11549,264458.468854751
ID #11578,178054.733366635
ID #11583,238411.42166509
ID #11629,176832.489086916
ID #11634,218442.891534727
ID #11650,228260.542016622
ID #11655,248591.226975163
ID #11669,212621.325642553
ID #11680,190822.526606523
ID #11708,124435.986144895
ID #11717,214791.502116683
ID #11725,120646.217355202
ID #11728,104045.135589609
ID #11746,256034.415810502
ID #11752,182959.086006065
ID #11764,196091.948868182
ID #11766,146418.485456988
ID #11776,142308.461131899
ID #11782,146038.315369275
ID #11783,90613.6159440449
ID #11789,126977.256262339
ID #11801,98271.6665001007
ID #11823,178565.29543296
ID #11824,112902.962063048
ID #11826,138860.002275435
ID #11833,154869.030699061
ID #11835,148358.220993382
ID #11842,90947.4457580059
ID #11847,92606.0230783126
ID #11850,129953.008245359
ID #11860,75453.8313033785
ID #11862,95824.4467044645
ID #11872,100509.779888902
ID #11875,102490.578935134
ID #11900,368682.667744074
ID #11909,158599.564989203
ID #11919,117541.449731916
ID #11921,103809.042571526
ID #11924,140055.234674295
ID #11927,152096.422074293
ID #11948,203422.509893896
ID #11953,156507.685331554
ID #11957,100130.824726584
ID #11964,103922.806438974
ID #11980,121215.837488019
ID #12010,191489.9951751
ID #12033,142644.94945293
ID #12051,108717.13645723
ID #12064,163551.065591656
ID #12068,174694.73014943
ID #12073,166125.028517288
ID #12083,213317.50000624
ID #12092,109758.019148973
ID #12102,237750.573828154
ID #12116,147525.164797317
ID #12126,111845.703095928
ID #12129,132169.558886477
ID #12154,184751.718649092
ID #12159,125685.179161314
ID #12160,151699.080594378
ID #12163,114801.925561838
ID #12166,108715.823666271
ID #12186,191715.955252031
ID #12187,187471.111636355
ID #12210,136907.91051857
ID #12212,327479.723132221
ID #12219,161402.306619165
ID #12240,134419.0391307
ID #12259,102007.89893452
ID #12260,88965.4916041082
ID #12266,85299.6728282757
ID #12270,116851.034269296
ID #12276,106099.32470691
ID #12292,76718.4517342705
ID #12294,110026.302421246
ID #12297,64924.7997982488
ID #12299,162976.265766528
ID #12315,114208.611489294
ID #12334,80266.8346338459
ID #12349,101647.346505512
ID #12354,134465.926677366
ID #12383,157104.060902885
ID #12393,106259.448378016
ID #12413,90213.6508095677
ID #12430,102679.960445025
ID #12443,79543.6325015871
ID #12458,78616.5828656273
ID #12486,116480.862874457
ID #12494,117925.513437425
ID #12507,105952.989201881
ID #12510,155872.595208474
ID #12512,114513.531331515
ID #12518,80091.4018479074
ID #12523,124629.089516665
ID #12538,129198.070204339
ID #12548,309815.804107911
ID #12558,86989.0461395411
ID #12561,68102.9088254848
ID #12564,117758.21645362
ID #12572,88405.7489613122
ID #12593,170762.713673903
ID #12598,101862.721638619
ID #12625,151283.129861152
ID #12633,76543.2302802124
ID #12641,99238.6430231176
ID #12647,80875.4874628452
ID #12660,144314.625031502
ID #12661,84163.7662617594
ID #12697,89105.7010925401
ID #12700,117278.905210173
ID #12701,142543.980687219
ID #12704,129742.485643626
ID #12722,293052.575268557
ID #12725,170637.634151446
ID #12727,195311.892432693
ID #12731,187059.864788116
ID #12738,234967.24894833
ID #12760,136991.477986782
ID #12770,90929.8078150172
ID #12773,86386.1103074864
ID #12789,69918.6227166978
ID #12797,61231.0084502367
ID #12819,142348.091897354
ID #12820,113775.296602029
ID #12823,293963.985107211
ID #12825,142534.733788272
ID #12836,83525.2025237599
ID #12838,161241.763281219
ID #12845,92927.5365383106
ID #12871,119714.523392142
ID #12897,148333.408176465
ID #12903,126234.71935367
ID #12926,145266.275268119
ID #12929,111749.597335889
ID #12958,135521.170143155
ID #12967,126157.393529222
ID #12989,146509.347281083
ID #13001,166143.973587686
ID #13033,209495.069997917
ID #13045,169587.363232362
ID #13054,123727.408630739
ID #13081,128170.842654107
ID #13089,137266.240579637
ID #13099,153539.710316918
ID #13102,198528.232559929
ID #13107,149678.917175482
ID #13112,212199.344266253
ID #13115,175560.582525428
ID #13119,166202.17062231
ID #13137,131243.441327053
ID #13144,98372.7930785063
ID #13151,183470.931325437
ID #13159,128073.421454701
ID #13165,183072.538991724
ID #13192,195698.710485594
ID #13195,138125.781670443
ID #13202,139663.03108367
ID #13207,168334.042523437
ID #13210,143175.132636774
ID #13227,134293.208223206
ID #13233,245968.412610461
ID #13239,308366.465846348
ID #13247,233036.464579083
ID #13295,123808.236550328
ID #13315,101428.749915393
ID #13332,124672.386322796
ID #13361,136846.991677711
ID #13375,200531.549094903
ID #13380,232611.89654199
ID #13382,162794.959673701
ID #13404,130691.983340165
ID #13408,115635.323392072
ID #13430,104958.545554447
ID #13433,136134.519163028
ID #13435,100880.424039777
ID #13450,132692.277612904
ID #13463,125461.746311415
ID #13473,162201.22211465
ID #13479,107802.08804838
ID #13493,116943.886892149
ID #13507,69336.2597987322
ID #13512,75250.5625246113
ID #13531,172611.662136028
ID #13535,118513.648984337
ID #13540,80832.5913079319
ID #13545,159689.572942463
ID #13548,68818.1176297132
ID #13557,75245.9254768739
ID #13565,112585.348869206
ID #13577,88984.4840870116
ID #13579,90323.0522495066
ID #13589,66432.0399095734
ID #13620,104590.185859325
ID #13625,77012.7337086719
ID #13634,117789.834773999
ID #13636,79285.8974332126
ID #13642,77252.0600198391
ID #13644,80813.0217161166
ID #13652,139508.038537274
ID #13658,132760.442530314
ID #13664,216535.255503303
ID #13673,243684.462353866
ID #13680,191835.598259898
ID #13698,100883.191970733
ID #13730,139253.60291036
ID #13737,200525.759684965
ID #13744,146741.565391909
ID #13749,143715.480292942
ID #13753,214544.631888724
ID #13771,146570.00207472
ID #13777,108231.833368311
ID #13783,78246.0456404861
ID #13784,80470.0356228184
ID #13793,115972.908022599
ID #13811,91908.6752034038
ID #13816,118402.539031479
ID #13824,108704.422190922
ID #13828,106356.362465282
ID #13833,185724.087499287
ID #13836,116621.748037126
ID #13837,106872.541037406
ID #13843,102508.74169702
ID #13852,80871.2394135835
ID #13866,118866.470819906
ID #13867,121256.182517818
ID #13911,142855.146405332
ID #13920,77319.742212164
ID #13923,56526.430802257
ID #13936,124962.238393741
ID #13940,141677.001430462
ID #13961,136398.4207359
ID #13974,113647.368474591
ID #13977,124328.346037618
ID #13979,154348.518563809
ID #13984,98414.9626742545
ID #13989,100750.756113014
ID #14003,113485.763846708
ID #14006,342402.45198128
ID #14007,242188.773174071
ID #14016,223941.252278521
ID #14019,275551.242123593
ID #14024,219789.246912715
ID #14033,248739.592426798
ID #14071,156905.30418837
ID #14073,133618.372040418
ID #14085,360026.309065945
ID #14087,236790.149061237
ID #14094,128415.039421185
ID #14095,112698.509463828
ID #14097,104822.099642147
ID #14111,113707.625582404
ID #14118,188987.234068447
ID #14122,137136.39275541
ID #14128,112807.326122635
ID #14133,128013.480862981
ID #14154,253300.848865713
ID #14165,142179.19677198
ID #14168,133458.15453191
ID #14174,201645.161954921
ID #14175,134717.681221381
ID #14182,138916.010894429
ID #14183,120736.940148822
ID #14191,139285.557548184
ID #14210,177141.560986342
ID #14215,117196.07102802
ID #14219,134894.001978935
ID #14230,151229.70834293
ID #14233,160912.220353441
ID #14253,108444.869235782
ID #14255,79766.8378805868
ID #14266,95970.2598439337
ID #14270,95079.7740486028
ID #14282,82874.7942052205
ID #14284,88007.7396468986
ID #14286,114037.548158986
ID #14295,132013.129841554
ID #14301,82863.0618775982
ID #14316,79095.1465235632
ID #14324,81983.2555735627
ID #14326,124065.369799763
ID #14332,182274.42468793
ID #14337,125938.43275745
ID #14340,268098.449664983
ID #14348,184809.80221739
ID #14349,105959.480221671
ID #14352,160185.313328168
ID #14381,184908.833306051
ID #14389,170620.019451627
ID #14402,267355.31074814
ID #14408,432022.061706011
ID #14412,349581.866496994
ID #14419,170882.874708181
ID #14440,235584.04417265
ID #14449,370311.939652513
ID #14467,418099.358557801
ID #14471,446948.202887193
ID #14499,352712.239912376
ID #14511,173479.10180357
ID #14562,351729.304893654
ID #14583,143356.218095033
ID #14586,330177.833179934
ID #14591,237338.567577944
ID #14593,138552.827618064
ID #14603,154566.661464915
ID #14610,226888.632777801
ID #14618,131880.823188457
ID #14622,131997.776206993
ID #14627,148131.003914352
ID #14630,142476.517613322
ID #14640,239264.046283296
ID #14642,288638.810934601
ID #14652,136423.233789087
ID #14658,415625.380570554
ID #14660,141933.653472799
ID #14661,226055.265518334
ID #14666,184339.282327287
ID #14669,147430.719873954
ID #14672,258951.759968975
ID #14678,222664.698222269
ID #14686,254250.210053212
ID #14687,430382.859658158
ID #14717,319680.750875321
ID #14718,436009.659365803
ID #14727,182528.681543715
ID #14746,137913.726652422
ID #14751,134719.356949432
ID #14758,101454.156869562
ID #14762,134941.502679063
ID #14778,154457.109059525
ID #14784,167630.457351143
ID #14796,119092.229127509
ID #14803,146439.211345141
ID #14830,120071.294260402
ID #14845,135282.421176296
ID #14854,109645.523248179
ID #14857,207810.492463303
ID #14858,148098.905019719
ID #14859,143874.297341727
ID #14871,130301.139641537
ID #14898,97475.1998702146
ID #14900,101991.561592974
ID #14919,197050.426385974
ID #14920,210265.29420359
ID #14944,149991.542210895
ID #14950,157030.442432965
ID #14952,154374.448498199
ID #14959,210008.165199825
ID #14971,139911.678015143
ID #14978,176903.810756524
ID #14979,137554.918673444
ID #14983,170668.689412552
ID #15002,134497.289532313
ID #15005,136436.342402705
ID #15007,168765.322359129
ID #15023,161168.626295814
ID #15052,179339.910554478
ID #15064,139827.401988944
ID #15093,149946.71018553
ID #15100,146811.248963527
ID #15104,165601.15565312
ID #15138,173162.463835278
ID #15151,190544.518896944
ID #15155,290091.998523576
ID #15181,180446.850102954
ID #15188,314569.370945059
ID #15190,173546.72223928
ID #15201,192304.837836576
ID #15207,194786.317248784
ID #15250,185789.906627346
ID #15260,172847.418363396
ID #15269,208464.237372431
ID #15285,253321.906318165
ID #15292,180336.276602108
ID #15295,166452.607813562
ID #15300,236225.041544612
ID #15324,163670.149925732
ID #15327,166739.13177629
ID #15346,129484.794342201
ID #15347,121115.256776447
ID #15349,288018.11653007
ID #15351,170635.802031642
ID #15394,180300.080542815
ID #15397,197689.186226721
ID #15414,186849.819286567
ID #15416,111946.545114874
ID #15418,171210.261849402
ID #15430,154871.570280045
ID #15436,169386.944865373
ID #15449,204515.523948518
ID #15458,268512.954112831
ID #15460,221414.855605175
ID #15471,150486.528429458
ID #15482,207233.05173142
ID #15483,193745.749606486
ID #15505,319295.338380255
ID #15513,194281.214788748
ID #15521,131540.410896732
ID #15530,242146.185580494
ID #15531,170511.820930913
ID #15536,214781.263364942
ID #15563,286241.654374931
ID #15584,92163.0998026317
ID #15595,84808.1147822952
ID #15599,77793.2719625106
ID #15614,205068.203969622
ID #15620,442793.66714057
ID #15624,491305.727009022
ID #15625,190332.942931611
ID #15632,325970.660066659
ID #15633,289855.859848699
ID #15636,184421.689839523
ID #15646,259705.767185053
ID #15650,287226.32988577
ID #15652,273838.178336876
ID #15657,371681.591295619
ID #15664,483880.490432302
ID #15666,417004.581976264
ID #15670,338544.163029191
ID #15685,479674.070560525
ID #15690,495931.935183158
ID #15706,343906.039559003
ID #15707,255683.97287221
ID #15711,363324.291240627
ID #15718,290534.14779988
ID #15722,389687.381834554
ID #15738,280169.530018703
ID #15743,332124.964534846
ID #15750,406431.203690574
ID #15758,307976.732252475
ID #15761,469429.536662612
ID #15765,345228.814318919
ID #15773,427808.760042048
ID #15788,352472.318090005
ID #15789,229093.341012138
ID #15790,234119.281210364
ID #15791,278384.296874513
ID #15805,494622.312624538
ID #15808,343153.207603164
ID #15812,316485.247105497
ID #15813,364209.383637797
ID #15844,261681.672238131
ID #15859,347252.338574429
ID #15872,193327.865633953
ID #15876,184513.738107617
ID #15881,157974.719668514
ID #15882,146821.718712308
ID #15891,154664.551771475
ID #15892,119272.790835449
ID #15896,220815.757472199
ID #15900,368897.601510006
ID #15902,173100.702567442
ID #15925,388156.262633087
ID #15927,210810.565975484
ID #15932,151307.065434439
ID #15937,223661.661070127
ID #15948,338570.087867315
ID #15950,238903.391774718
ID #15951,229439.531593095
ID #15955,257755.094933364
ID #15963,226552.861972575
ID #15970,227858.411235388
ID #15984,311355.15981006
ID #15986,388896.972120841
ID #15996,351214.877919011
ID #15998,492455.098545302
ID #16020,493903.262241786
ID #16045,238977.631032655
ID #16046,246977.637072265
ID #16051,296275.591906183
ID #16064,372397.279790683
ID #16068,378492.888439127
ID #16074,299740.737106804
ID #16084,481667.398154889
ID #16109,266301.725865635
ID #16110,259468.599948699
ID #16113,246706.25741877
ID #16120,394593.33004089
ID #16131,302139.344693493
ID #16141,291328.432498435
ID #16148,253927.507053352
ID #16150,468578.333857307
ID #16161,312927.304954889
ID #16175,146365.017741038
ID #16176,442823.136913747
ID #16178,219693.036028679
ID #16186,104503.426206052
ID #16187,149784.691016637
ID #16222,185898.162167208
ID #16225,111350.243012537
ID #16236,86760.5892601916
ID #16245,102177.746767278
ID #16246,98056.8687953421
ID #16247,101639.603976512
ID #16268,83562.3965790397
ID #16274,83228.0871464767
ID #16278,65529.6262321785
ID #16311,195684.157952217
ID #16313,143799.257451563
ID #16321,143509.791002601
ID #16331,136181.892455636
ID #16334,182834.816389048
ID #16339,196127.80223116
ID #16355,121852.448049549
ID #16365,163051.836787716
ID #16367,134463.427709329
ID #16374,108313.412193016
ID #16376,107574.939749558
ID #16383,109876.715205453
ID #16384,149666.625316422
ID #16386,150671.417526901
ID #16414,124649.571130351
ID #16420,124195.194080015
ID #16422,122486.583718886
ID #16429,139580.551375875
ID #16459,192536.009575349
ID #16463,112401.579608283
ID #16465,130278.235024427
ID #16475,136884.31057696
ID #16481,144569.87105834
ID #16484,135116.547074022
ID #16487,128119.638448695
ID #16490,157248.615663069
ID #16504,111017.786106674
ID #16516,102423.616116779
ID #16530,120495.74310711
ID #16534,121833.583407477
ID #16541,100037.01277635
ID #16547,145201.235648131
ID #16549,130099.601716169
ID #16560,119963.251551105
ID #16598,230916.834707347
ID #16605,165104.083514002
ID #16608,182287.930583032
ID #16612,285838.974307407
ID #16618,248463.654258953
ID #16655,244511.073318765
ID #16659,231549.295230846
ID #16661,299226.181100298
ID #16670,285964.684066137
ID #16677,221925.978278672
ID #16678,228454.84229762
ID #16680,274162.570678595
ID #16683,166343.231188623
ID #16687,132679.122475566
ID #16690,184446.672223612
ID #16691,199309.781455847
ID #16705,209879.707849833
ID #16711,137093.161382328
ID #16728,260741.958283089
ID #16733,255365.296446065
ID #16739,256902.845088427
ID #16744,242676.851169499
ID #16746,258497.432605944
ID #16764,289529.517714385
ID #16773,292418.840445141
ID #16781,216257.38286076
ID #16790,273605.870960402
ID #16812,229737.066190485
ID #16815,265139.614112707
ID #16834,298342.18395651
ID #16866,265038.177969042
ID #16871,359831.957066654
ID #16884,419380.747314915
ID #16886,479933.12046379
ID #16888,360665.038315916
ID #16902,288586.743794073
ID #16913,494244.861326837
ID #16920,341593.395797939
ID #16922,340756.310505546
ID #16925,221983.283936347
ID #16936,302472.643821143
ID #16972,241266.1896905
ID #16982,274828.576909879
ID #16985,315794.406358353
ID #16989,368123.738575068
ID #16991,398807.64277163
ID #16994,342175.66175271
ID #16998,303453.262896009
ID #17003,290427.225615522
ID #17017,290465.818916977
ID #17033,323918.535800089
ID #17036,263583.641221668
ID #17049,469380.062823279
ID #17065,183087.913413021
ID #17079,184946.213583543
ID #17086,243175.368246337
ID #17089,260861.70077928
ID #17156,492644.002460706
ID #17172,500343.869883045
ID #17177,280715.412639522
ID #17178,295368.02328302
ID #17186,261879.472258687
ID #17192,254168.995576355
ID #17204,310313.302868707
ID #17206,326553.689952811
ID #17214,398825.192801915
ID #17215,338026.494903998
ID #17218,344781.010785605
ID #17241,199957.356743032
ID #17248,321244.691423636
ID #17250,258801.63087563
ID #17262,281847.607594799
ID #17284,317815.10556738
ID #17293,323477.318807738
ID #17313,201769.915411066
ID #17317,194282.784915076
ID #17320,294615.061051513
ID #17341,253310.703516603
ID #17345,191028.780853295
ID #17346,195086.212218544
ID #17357,202598.885586284
ID #17367,207623.120372433
ID #17370,172135.87360835
ID #17371,194095.612678794
ID #17375,130960.396861746
ID #17381,188078.277863894
ID #17388,148806.97492048
ID #17391,131347.655922576
ID #17395,224297.498205999
ID #17398,135368.432098697
ID #17412,146826.879216196
ID #17419,180321.310652229
ID #17430,190558.204071522
ID #17432,161010.786641703
ID #17433,160544.233172931
ID #17440,247877.048037065
ID #17442,289970.336628801
ID #17446,177020.562592287
ID #17449,185536.539039258
ID #17461,180094.645218442
ID #17465,196542.707520969
ID #17478,260648.958771305
ID #17516,216512.287124257
ID #17521,292015.747211595
ID #17540,221188.574812949
ID #17543,199384.368061054
ID #17558,180187.80917271
ID #17573,242093.531964942
ID #17580,192243.779280047
ID #17596,247482.597696247
ID #17627,269462.066920204
ID #17654,236567.243881244
ID #17658,285389.421621693
ID #17659,271974.247843218
ID #17675,184456.841778436
ID #17687,167825.408227295
ID #17693,232471.641495727
ID #17696,216027.948020143
ID #17730,264376.524532284
ID #17732,239131.407285492
ID #17735,283561.726381575
ID #17741,256130.016223536
ID #17745,293471.356458201
ID #17750,236285.128070095
ID #17759,222678.523060145
ID #17760,194392.576591922
ID #17795,202471.12213238
ID #17805,255461.898682241
ID #17806,240452.063274123
ID #17814,241524.031525083
ID #17823,279810.776099068
ID #17825,217101.789533384
ID #17828,246912.770122312
ID #17832,257497.594357579
ID #17845,327426.235021675
ID #17856,500948.675627567
ID #17857,223776.125041351
ID #17874,286524.784046168
ID #17876,221512.789324369
ID #17900,232890.319368902
ID #17922,259760.368886218
ID #17926,282593.148670005
ID #17929,257387.359092591
ID #17930,259434.746223748
ID #17932,212182.923749265
ID #17946,271212.387794368
ID #17964,275316.76720523
ID #17972,240786.462725234
ID #17979,268082.19215011
ID #17981,292984.697259859
ID #17982,238927.394086471
ID #17990,163171.768458434
ID #18007,241168.902573445
ID #18010,238329.437698773
ID #18015,273327.960493989
ID #18042,367205.157934421
ID #18045,282764.373053402
ID #18058,347619.507613975
ID #18073,310920.75431512
ID #18078,499405.811145291
ID #18081,497215.05166157
ID #18104,368921.633602566
ID #18115,289101.750941065
ID #18117,287363.061770836
ID #18127,320615.307378318
ID #18135,326630.490699246
ID #18137,283345.919905439
ID #18159,262824.616344672
ID #18160,331794.153856275
ID #18178,482166.770906041
ID #18208,276048.853656857
ID #18221,377569.435384754
ID #18224,246818.619176652
ID #18243,331668.084424071
ID #18293,303225.101080125
ID #18294,399932.216833176
ID #18303,267370.283529395
ID #18307,400500.942647545
ID #18313,390228.418800383
ID #18324,492149.879645269
ID #18328,492682.490286003
ID #18345,328679.185948496
ID #18357,494402.69146872
ID #18359,472618.459899153
ID #18365,464431.241659737
ID #18370,291651.463077991
ID #18374,360236.146033982
ID #18390,394301.710752153
ID #18391,354682.887376346
ID #18400,252674.256537566
ID #18401,257493.567021857
ID #18409,245977.056707181
ID #18440,259417.952167938
ID #18444,251479.326307427
ID #18464,220887.732293292
ID #18471,257806.576249292
ID #18481,273352.479559601
ID #18483,187108.107680983
ID #18484,202801.950750339
ID #18492,183384.023380019
ID #18495,114383.485382628
ID #18511,269160.284273651
ID #18539,220484.503358262
ID #18552,252525.992772098
ID #18563,297201.551176818
ID #18564,174998.519005543
ID #18604,383661.643650124
ID #18606,263642.129293727
ID #18612,272697.009111175
ID #18620,496984.620465913
ID #18629,395535.411696913
ID #18639,232832.65462733
ID #18640,280761.263620676
ID #18646,248472.955489427
ID #18658,265832.161643877
ID #18661,260721.454205588
ID #18668,244285.399432725
ID #18669,346522.857163408
ID #18687,314856.818371749
ID #18733,68635.865102846
ID #18744,88792.3429143338
ID #18746,146201.143930767
ID #18752,92725.1732100481
ID #18754,71337.6798810266
ID #18767,134655.739764294
ID #18769,131976.725572819
ID #18771,71608.0161105863
ID #18781,58576.662808701
ID #18782,73641.7021924452
ID #18786,92110.7857801218
ID #18799,96105.4228982349
ID #18801,83840.7831022736
ID #18809,73502.7513497886
ID #18836,101085.883493766
ID #18838,69499.7672211422
ID #18840,80729.9532424705
ID #18861,209129.795837281
ID #18874,141241.735374588
ID #18878,160497.617248832
ID #18882,233824.247066792
ID #18892,200505.080053913
ID #18913,175162.293316042
ID #18919,167729.283831769
ID #18944,149646.92250575
ID #18956,133993.702211068
ID #18961,143694.162267212
ID #18992,179000.916322812
ID #18999,160257.605373293
ID #19003,147093.414783319
ID #19011,158858.143731948
ID #19019,152878.940264847
ID #19021,185138.749977967
ID #19029,204296.583389396
ID #19046,132557.996697093
ID #19053,87487.9436102805
ID #19057,173680.130530596
ID #19058,193659.705455234
ID #19068,264581.041214566
ID #19070,185587.471846666
ID #19071,307446.880076737
ID #19073,177135.372470113
ID #19076,216863.341207046
ID #19077,225600.648950363
ID #19087,238265.447756862
ID #19091,218903.603180415
ID #19097,217587.906976682
ID #19102,187660.931268221
ID #19125,234821.775787624
ID #19127,198232.89324704
ID #19128,213535.603668844
ID #19164,177737.657411768
ID #19171,287992.983160211
ID #19174,197376.121259685
ID #19179,213810.638334048
ID #19186,269805.072772964
ID #19187,159450.550252493
ID #19193,223777.465669584
ID #19200,193717.856743588
ID #19222,215707.694724651
ID #19233,199673.293581322
ID #19289,224359.712602935
ID #19292,180282.466055391
ID #19317,205362.979709263
ID #19326,179619.037581264
ID #19345,172927.507076204
ID #19349,244672.226462513
ID #19350,274732.625388838
ID #19376,155227.270973509
ID #19399,78264.7273717932
ID #19403,105081.260235296
ID #19430,139546.887818269
ID #19439,198475.66200085
ID #19441,187620.54164389
ID #19481,132045.897667869
ID #19492,93943.2732696041
ID #19500,105586.082672456
ID #19517,102514.229218029
ID #19530,260048.8859566
ID #19535,79370.3461188651
ID #19537,192840.881613749
ID #19543,95201.1561300639
ID #19549,76446.2093185851
ID #19550,63118.1658242498
ID #19551,76047.4060509225
ID #19562,149068.186087595
ID #19566,162681.182487667
ID #19574,149521.788139839
ID #19585,168927.899539127
ID #19597,142996.345731587
ID #19613,132082.387618869
ID #19642,78427.8634969801
ID #19647,112994.902081363
ID #19659,129258.157777413
ID #19683,83520.5663612487
ID #19707,106612.742295921
ID #19723,103679.80353276
ID #19724,64627.052637182
ID #19728,90564.5183216033
ID #19732,72689.2946129926
ID #19734,77185.6088070764
ID #19757,77911.7723404761
ID #19761,81119.0284186768
ID #19768,69136.7467691286
ID #19778,62639.0735729146
ID #19783,104871.820641166
ID #19784,87886.6506449886
ID #19801,113868.677223365
ID #19820,56611.668312483
ID #19825,78496.8477940411
ID #19826,71145.6080762208
ID #19827,97372.050502659
ID #19832,67454.3074418677
ID #19865,134381.04356183
ID #19866,281563.249142612
ID #19873,56013.6523762926
ID #19876,56077.0391792625
ID #19882,56629.4303372399
ID #19896,59228.5862556557
ID #19899,72971.8721841715
ID #19905,92534.6374067688
ID #19918,88083.2199103819
ID #19936,76579.2628995592
ID #19940,77295.4725824391
ID #19949,59154.4239923752
ID #19955,82374.8715582611
ID #19959,80361.1067174615
ID #19965,76449.6362964251
ID #19981,56080.9465693663
ID #19983,54547.6109599554
ID #19995,61959.1975902297
ID #20016,69928.150311167
ID #20040,61974.710320949
ID #20066,128297.788297618
ID #20070,85408.8696197356
ID #20080,115812.88235016
ID #20082,134224.220695841
ID #20090,112364.64279152
ID #20153,262926.636357541
ID #20158,263865.581862636
ID #20173,344872.710468969
ID #20189,286343.271501505
ID #20205,331284.641004943
ID #20211,417286.859244046
ID #20222,314460.981327849
ID #20232,307145.809491834
ID #20247,244397.313287054
ID #20265,159678.569302772
ID #20268,184467.434257729
ID #20277,277030.945690548
ID #20281,171862.402771846
ID #20293,204761.085493092
ID #20295,223321.132697967
ID #20302,191446.163870496
ID #20310,227221.343692488
ID #20325,187732.46673742
ID #20326,258784.499626212
ID #20336,446243.896056791
ID #20348,229693.083856105
ID #20350,389794.104610482
ID #20359,275053.341933258
ID #20360,370230.831337431
ID #20365,272115.455939797
ID #20366,279400.350576849
ID #20367,288609.044517648
ID #20379,468671.283059855
ID #20385,249901.865863029
ID #20390,496923.358593187
ID #20399,263070.606407185
ID #20404,325196.535096631
ID #20406,384583.714523556
ID #20409,413177.119211931
ID #20428,469672.556295272
ID #20439,365558.333453029
ID #20452,289614.466982474
ID #20455,238692.14906788
ID #20459,213685.549668697
ID #20474,228678.166323602
ID #20481,248680.099257333
ID #20489,270675.222783903
ID #20504,390919.450209021
ID #20511,76643.0126278645
ID #20518,103403.528964909
ID #20520,112435.640120214
ID #20522,143160.512547603
ID #20530,118614.44253942
ID #20534,162762.026831079
ID #20537,83540.0069152394
ID #20541,147634.657431184
ID #20544,117769.635738068
ID #20566,86212.9522353456
ID #20592,70126.4310381532
ID #20603,77429.3923138684
ID #20617,78674.0500268509
ID #20618,118858.795092662
ID #20637,92375.4123496872
